Number,Name,Eruption Number,Category,Country,VEI,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty
243040,Hunga Tonga-Hunga Ha'apai,20983,Confirmed Eruption,Tonga,2,,2014,,12,,19,,Historical Observations,,2015,,1,,23,3
268060,Gamalama,20989,Confirmed Eruption,Indonesia,2,,2014,,12,,18,,Historical Observations,,2014,,12,,25,
290290,Sinarka,20980,Uncertain Eruption,Russia,1,,2014,,12,,3,,Historical Observations,,2014,,12,,3,
357120,Villarrica,20996,Confirmed Eruption,Chile,1,,2014,,12,,2,7,Historical Observations,>,2021,,12,,9,
257050,Lopevi,20986,Uncertain Eruption,Vanuatu,,,2014,,12,,1,,Historical Observations,,2014,,12,,15,
263340,Raung,21070,Confirmed Eruption,Indonesia,3,,2014,,11,,23,5,Historical Observations,,2015,,8,,30,8
384010,Fogo,20977,Confirmed Eruption,Cape Verde,3,,2014,,11,,23,,Historical Observations,,2015,,2,,8,
290260,Chirinkotan,22223,Confirmed Eruption,Russia,2,,2014,,11,,21,,Historical Observations,,2015,,8,,10,
351020,"Ruiz, Nevado del",20995,Confirmed Eruption,Colombia,2,,2014,,11,,18,,Historical Observations,>,2022,,1,,27,
390090,Saunders,22271,Confirmed Eruption,United Kingdom,1,,2014,,11,,12,,Historical Observations,>,2022,,1,,13,
312030,Pavlof,20975,Confirmed Eruption,United States,1,,2014,,11,,12,,Historical Observations,,2014,,11,,15,
345070,Turrialba,20974,Confirmed Eruption,Costa Rica,2,,2014,,10,,29,,Historical Observations,,2014,,12,,8,
264180,Lewotobi,20973,Uncertain Eruption,Indonesia,2,,2014,,10,,6,,Historical Observations,,2014,,10,,6,
283040,Ontakesan,20964,Confirmed Eruption,Japan,3,,2014,,9,,27,,Historical Observations,,2014,,10,,14,
345020,Rincon de la Vieja,20961,Confirmed Eruption,Costa Rica,1,,2014,,9,,17,,Historical Observations,,2014,,10,,24,
282110,Asosan,20960,Confirmed Eruption,Japan,2,,2014,,8,,30,,Historical Observations,,2016,,5,,1,
373030,Bardarbunga,20955,Confirmed Eruption,Iceland,0,,2014,,8,,29,,Historical Observations,,2015,,2,,27,
342110,Pacaya,22222,Confirmed Eruption,Guatemala,1,,2014,,8,,25,,Historical Observations,,2015,,2,,17,
273030,Mayon,20959,Confirmed Eruption,Philippines,0,,2014,,8,,12,,Historical Observations,,2014,,10,,19,
354006,Sabancaya,20953,Uncertain Eruption,Peru,1,,2014,,8,,5,,Historical Observations,,2014,,12,,27,
282050,Kuchinoerabujima,20952,Confirmed Eruption,Japan,1,,2014,,8,,3,,Historical Observations,,2014,,8,,3,
344020,San Cristobal,22267,Confirmed Eruption,Nicaragua,2,,2014,,7,,20,,Historical Observations,,2014,,10,,1,
252140,Rabaul,20957,Confirmed Eruption,Papua New Guinea,3,,2014,,7,,7,,Historical Observations,,2014,,9,,18,
251020,Manam,20956,Confirmed Eruption,Papua New Guinea,2,,2014,,6,,29,,Historical Observations,>,2022,,1,,27,
233020,"Fournaise, Piton de la",20919,Confirmed Eruption,France,0,,2014,,6,,21,,Historical Observations,,2014,,6,,21,
267020,Karangetang,20914,Confirmed Eruption,Indonesia,2,,2014,,6,,8,,Historical Observations,,2016,,3,,15,
300120,Zhupanovsky,20908,Confirmed Eruption,Russia,3,,2014,,6,,6,,Historical Observations,,2016,,3,,24,
312030,Pavlof,20909,Confirmed Eruption,United States,3,,2014,,5,,31,,Historical Observations,,2014,,6,,2,
264050,Sangeang Api,20911,Confirmed Eruption,Indonesia,3,,2014,,5,,30,,Historical Observations,,2015,,11,,5,
223020,Nyamulagira,20942,Confirmed Eruption,DR Congo,0,,2014,,5,,30,,Historical Observations,,2016,,5,,14,
284141,Ahyi,20936,Confirmed Eruption,United States,0,,2014,,4,,24,,Hydrophonic,,2014,,5,,17,
263300,Semeru,22221,Confirmed Eruption,Indonesia,3,,2014,,4,,1,15,Historical Observations,>,2022,,1,,27,
262000,Krakatau,20932,Confirmed Eruption,Indonesia,1,,2014,,3,,31,,Historical Observations,,2014,,3,,31,
251030,Karkar,20910,Confirmed Eruption,Papua New Guinea,1,,2014,,3,,26,,Historical Observations,,2014,,3,,27,
263250,Merapi,20892,Confirmed Eruption,Indonesia,3,,2014,,3,,9,,Historical Observations,,2014,,4,,20,
263180,Slamet,20933,Confirmed Eruption,Indonesia,2,,2014,,3,,8,,Historical Observations,,2014,,9,,17,
263280,Kelud,20934,Confirmed Eruption,Indonesia,4,,2014,,2,,13,,Historical Observations,,2014,,2,,15,
267020,Karangetang,20913,Confirmed Eruption,Indonesia,1,,2014,,2,,9,,Historical Observations,,2014,,2,,9,
344020,San Cristobal,20941,Confirmed Eruption,Nicaragua,1,,2014,,2,,4,,Historical Observations,,2014,,4,,11,
261140,Marapi,20931,Confirmed Eruption,Indonesia,1,,2014,,2,,3,2,Historical Observations,,2014,,2,,26,
255060,Kavachi,20920,Confirmed Eruption,Solomon Islands,1,,2014,,1,,29,,Historical Observations,,2014,,1,?,29,
311360,Shishaldin,20937,Confirmed Eruption,United States,1,,2014,,1,,28,,Historical Observations,,2015,,10,,16,
282110,Asosan,20935,Confirmed Eruption,Japan,1,,2014,,1,,13,,Historical Observations,,2014,,2,,19,
263340,Raung,21069,Uncertain Eruption,Indonesia,1,,2014,,1,,4,,Historical Observations,,2014,,1,,4,
343100,San Miguel,20906,Confirmed Eruption,El Salvador,2,,2013,,12,,29,,Historical Observations,,2014,,7,,28,
284096,Nishinoshima,20916,Confirmed Eruption,Japan,2,,2013,,11,,20,,Historical Observations,,2015,,11,?,17,
263250,Merapi,20842,Confirmed Eruption,Indonesia,2,,2013,,11,,18,,Historical Observations,,2013,,11,,18,
252010,Langila,22390,Uncertain Eruption,Papua New Guinea,,,2013,,10,,23,,Historical Observations,,2013,,12,,1,
300120,Zhupanovsky,20907,Confirmed Eruption,Russia,3,,2013,,10,,23,,Historical Observations,,2013,,10,,26,1
260010,Barren Island,20918,Confirmed Eruption,India,2,,2013,,10,,12,,Historical Observations,,2016,,5,,17,1
263090,Tangkuban Parahu,20987,Confirmed Eruption,Indonesia,1,,2013,,10,,5,,Historical Observations,,2013,,10,,5,
221020,Zubair Group,21068,Confirmed Eruption,Yemen,2,,2013,,9,,28,,Historical Observations,,2013,,11,,20,
344040,Telica,22195,Confirmed Eruption,Nicaragua,1,,2013,,9,,25,,Historical Observations,,2013,,9,,25,
261080,Sinabung,20818,Confirmed Eruption,Indonesia,4,,2013,,9,,15,,Historical Observations,,2018,,8,,30,
211060,Etna,20841,Confirmed Eruption,Italy,2,,2013,,9,,3,,Historical Observations,>,2022,,1,,27,
354020,Ubinas,20832,Confirmed Eruption,Peru,2,,2013,,9,,1,,Historical Observations,,2016,,2,,27,
264250,Iliwerung,20912,Confirmed Eruption,Indonesia,0,,2013,,8,,20,,Historical Observations,,2013,,8,,20,
300260,Klyuchevskoy,20786,Confirmed Eruption,Russia,1,,2013,,8,,15,,Historical Observations,,2013,,12,,20,
290200,Ketoi,20780,Uncertain Eruption,Russia,,,2013,,7,,25,,Historical Observations,,2013,,8,,12,
357120,Villarrica,20838,Confirmed Eruption,Chile,1,,2013,,7,,25,,Historical Observations,,2013,,7,?,29,
252120,Ulawun,20835,Confirmed Eruption,Papua New Guinea,1,,2013,,7,,8,,Historical Observations,,2013,,12,,21,
284090,Izu-Torishima,20828,Uncertain Eruption,Japan,2,,2013,,7,,6,,Historical Observations,,2013,,7,,6,
263340,Raung,22378,Confirmed Eruption,Indonesia,1,,2013,,6,,29,,Historical Observations,,2013,,7,,31,
312070,Veniaminof,20836,Confirmed Eruption,United States,3,,2013,,6,,13,,Historical Observations,,2013,,10,,12,1
290260,Chirinkotan,20757,Confirmed Eruption,Russia,1,,2013,,6,,11,,Historical Observations,,2014,,6,,1,4
344020,San Cristobal,20817,Confirmed Eruption,Nicaragua,1,,2013,,6,,7,,Historical Observations,,2013,,6,,7,
263300,Semeru,22220,Confirmed Eruption,Indonesia,1,,2013,,6,,4,,Historical Observations,,2013,,11,,29,
282060,Kikai,20781,Confirmed Eruption,Japan,1,,2013,,6,,4,,Historical Observations,,2013,,6,,4,
261170,Kerinci,22216,Confirmed Eruption,Indonesia,2,,2013,,6,,2,,Historical Observations,,2013,,6,,2,
345070,Turrialba,20831,Confirmed Eruption,Costa Rica,2,,2013,,5,,21,,Historical Observations,,2013,,6,,4,
312030,Pavlof,20807,Confirmed Eruption,United States,3,,2013,,5,,13,,Historical Observations,,2013,,6,,26,
344100,Masaya,22291,Uncertain Eruption,Nicaragua,0,,2013,,5,,11,,Historical Observations,,2013,,5,,26,
273030,Mayon,20798,Confirmed Eruption,Philippines,2,,2013,,5,,7,,Historical Observations,,2013,,5,,7,
355100,Lascar,20789,Confirmed Eruption,Chile,1,,2013,,4,,2,,Historical Observations,,2013,,11,,20,
342110,Pacaya,20802,Confirmed Eruption,Guatemala,2,,2013,,3,,5,,Historical Observations,,2014,,4,,10,
263090,Tangkuban Parahu,20822,Confirmed Eruption,Indonesia,2,,2013,,2,,21,,Historical Observations,,2013,,3,,6,
260010,Barren Island,20754,Confirmed Eruption,India,1,,2013,,2,,16,,Historical Observations,,2013,,2,,16,
290070,Etorofu-Yakeyama [Grozny Group],20762,Confirmed Eruption,Japan,2,,2013,,2,,16,,Historical Observations,,2013,,4,,4,
284305,Mariana Back-Arc Segment at 15.5°N,21102,Confirmed Eruption,United States,0,>,2013,,2,,13,,Historical Observations,<,2015,,12,,1,
251030,Karkar,20779,Confirmed Eruption,Papua New Guinea,3,,2013,,1,,29,,Historical Observations,,2013,,2,,26,
352090,Sangay,22235,Confirmed Eruption,Ecuador,2,,2013,,1,,25,,Historical Observations,,2013,,5,,24,
268040,Gamkonora,20915,Uncertain Eruption,Indonesia,1,,2013,,1,,23,,Historical Observations,,2013,,5,,27,
252140,Rabaul,20811,Confirmed Eruption,Papua New Guinea,2,,2013,,1,,19,,Historical Observations,,2014,,3,,11,
341040,Colima,20759,Confirmed Eruption,Mexico,2,,2013,,1,,6,,Historical Observations,,2017,,3,,7,
344020,San Cristobal,20816,Confirmed Eruption,Nicaragua,2,,2012,,12,,26,,Historical Observations,,2012,,12,,28,
252010,Langila,20788,Confirmed Eruption,Papua New Guinea,1,,2012,,12,,1,,Historical Observations,,2012,,12,,5,
300240,Tolbachik,20825,Confirmed Eruption,Russia,4,,2012,,11,,27,,Historical Observations,,2013,,9,,5,10
241080,Tongariro,20827,Confirmed Eruption,New Zealand,2,,2012,,11,,21,,Historical Observations,,2012,,11,,21,
357120,Villarrica,20837,Uncertain Eruption,Chile,1,,2012,,11,,14,,Historical Observations,,2012,,11,?,14,
290150,Chirpoi,20756,Confirmed Eruption,Russia,0,,2012,,11,,11,,Historical Observations,,2016,,10,?,18,
252120,Ulawun,20834,Confirmed Eruption,Papua New Guinea,1,,2012,,11,,6,,Historical Observations,,2012,,12,,11,
284170,Pagan,20804,Confirmed Eruption,United States,2,,2012,,10,,30,,Historical Observations,,2012,,12,?,11,
345020,Rincon de la Vieja,22161,Confirmed Eruption,Costa Rica,1,,2012,,10,,17,,Historical Observations,,2012,,10,,17,
263340,Raung,22377,Confirmed Eruption,Indonesia,3,,2012,,10,,16,2,Historical Observations,,2013,,1,,6,
264150,Paluweh,20806,Confirmed Eruption,Indonesia,2,,2012,,10,,8,,Historical Observations,,2013,,10,,31,7
290390,Alaid,20750,Confirmed Eruption,Russia,2,,2012,,10,,5,,Historical Observations,,2012,,12,,12,
261140,Marapi,20797,Confirmed Eruption,Indonesia,1,,2012,,9,,26,,Historical Observations,,2012,,9,,26,
268060,Gamalama,20766,Confirmed Eruption,Indonesia,1,,2012,,9,,15,,Historical Observations,,2012,,9,,17,
266100,Lokon-Empung,20794,Confirmed Eruption,Indonesia,2,,2012,,9,,15,,Historical Observations,,2013,,9,,9,
344020,San Cristobal,20815,Confirmed Eruption,Nicaragua,2,,2012,,9,,8,,Historical Observations,,2012,,9,,15,
234010,Heard,20768,Confirmed Eruption,Australia,0,,2012,,9,,5,4,Historical Observations,,2021,,12,,9,
300260,Klyuchevskoy,20785,Confirmed Eruption,Russia,1,,2012,,9,?,1,,Historical Observations,,2013,,1,,28,3
266030,Soputan,20821,Confirmed Eruption,Indonesia,3,,2012,,8,,26,,Historical Observations,,2012,,9,,19,
290070,Etorofu-Yakeyama [Grozny Group],20761,Confirmed Eruption,Japan,2,,2012,,8,,16,,Historical Observations,,2012,,8,,25,
241040,Whakaari/White Island,20839,Confirmed Eruption,New Zealand,2,,2012,,8,,7,,Historical Observations,,2013,,10,,11,
241080,Tongariro,20826,Confirmed Eruption,New Zealand,2,,2012,,8,,6,,Historical Observations,,2012,,8,,7,
242050,Monowai,20799,Confirmed Eruption,New Zealand,0,,2012,,8,,3,,Hydrophonic,,2012,,8,,4,
252010,Langila,22389,Uncertain Eruption,Papua New Guinea,0,,2012,,7,,21,,Historical Observations,,2012,,7,,21,
242005,Havre Seamount,20748,Confirmed Eruption,New Zealand,1,,2012,,7,,17,,Historical Observations,,2012,,7,,19,
267020,Karangetang,20776,Confirmed Eruption,Indonesia,2,,2012,,5,,14,,Historical Observations,,2013,,9,,5,
351080,Galeras,20764,Confirmed Eruption,Colombia,2,,2012,,5,,13,,Historical Observations,,2014,,1,,30,1
264270,Sirung,20819,Confirmed Eruption,Indonesia,2,,2012,,5,,8,,Historical Observations,,2012,,5,,12,
252120,Ulawun,20833,Confirmed Eruption,Papua New Guinea,1,,2012,,5,,7,,Historical Observations,,2012,,5,,31,
252080,Witori,20805,Confirmed Eruption,Papua New Guinea,2,,2012,,5,,3,,Historical Observations,,2012,,7,,11,
344100,Masaya,22143,Confirmed Eruption,Nicaragua,1,,2012,,4,,30,,Historical Observations,,2012,,6,,8,
261140,Marapi,20796,Confirmed Eruption,Indonesia,1,,2012,,3,,1,3,Historical Observations,,2012,,5,,18,
351020,"Ruiz, Nevado del",20814,Confirmed Eruption,Colombia,3,,2012,,2,,22,,Historical Observations,,2013,,7,?,12,
345020,Rincon de la Vieja,20813,Confirmed Eruption,Costa Rica,1,,2012,,2,,19,,Historical Observations,,2012,,4,,14,
311110,Kanaga,20774,Confirmed Eruption,United States,2,,2012,,2,,18,,Historical Observations,,2012,,2,,18,
284120,Ioto,20772,Confirmed Eruption,Japan,1,,2012,,2,,10,,Historical Observations,,2012,,5,,2,
251030,Karkar,20778,Confirmed Eruption,Papua New Guinea,3,,2012,,2,,1,,Historical Observations,,2012,,2,,1,
345070,Turrialba,20830,Confirmed Eruption,Costa Rica,2,,2012,,1,,12,,Historical Observations,,2012,,1,,18,
357091,Callaqui,20755,Uncertain Eruption,Chile,,,2012,,1,,2,,Historical Observations,,2012,,1,,2,
264230,Lewotolok,20791,Confirmed Eruption,Indonesia,1,,2012,,1,,2,,Historical Observations,,2012,,1,,14,
221020,Zubair Group,20840,Confirmed Eruption,Yemen,2,,2011,,12,,18,,Historical Observations,,2012,,1,,12,
261170,Kerinci,22217,Confirmed Eruption,Indonesia,1,,2011,,12,,15,,Historical Observations,,2011,,12,,15,
268060,Gamalama,20765,Confirmed Eruption,Indonesia,2,,2011,,12,,5,,Historical Observations,,2011,,12,,23,
352080,Tungurahua,22215,Confirmed Eruption,Ecuador,3,,2011,,11,,27,,Historical Observations,,2016,,3,,16,
223020,Nyamulagira,20801,Confirmed Eruption,DR Congo,2,,2011,,11,,6,,Historical Observations,,2012,,3,?,16,
300260,Klyuchevskoy,20784,Uncertain Eruption,Russia,,,2011,,11,,2,,Historical Observations,,2011,,11,,2,
358057,"Hudson, Cerro",20770,Confirmed Eruption,Chile,2,,2011,,10,,26,,Historical Observations,,2011,,11,,1,
383020,Hierro,20769,Confirmed Eruption,Spain,2,,2011,,10,,10,,Historical Observations,,2012,,3,,5,
257020,Gaua,20938,Confirmed Eruption,Vanuatu,1,,2011,,9,,17,,Historical Observations,,2011,,10,,10,
345020,Rincon de la Vieja,20812,Confirmed Eruption,Costa Rica,1,,2011,,8,,22,,Historical Observations,,2011,,9,,27,
344020,San Cristobal,10898,Confirmed Eruption,Nicaragua,1,,2011,,8,?,21,,Historical Observations,,2011,,10,,23,
261140,Marapi,20795,Confirmed Eruption,Indonesia,2,,2011,,8,,3,,Historical Observations,,2011,,10,,12,
262000,Krakatau,20787,Confirmed Eruption,Indonesia,2,,2011,,7,,31,,Historical Observations,,2012,,9,,9,1
252010,Langila,22388,Uncertain Eruption,Papua New Guinea,0,,2011,,7,,28,,Historical Observations,,2011,,7,,28,
311240,Cleveland,20758,Confirmed Eruption,United States,2,,2011,,7,,19,7,Historical Observations,,2015,,8,,18,
266030,Soputan,20820,Confirmed Eruption,Indonesia,3,,2011,,7,,3,,Historical Observations,,2011,,8,,15,
266100,Lokon-Empung,20793,Confirmed Eruption,Indonesia,2,,2011,,6,,26,,Historical Observations,,2012,,5,,1,
222120,"Lengai, Ol Doinyo",20790,Confirmed Eruption,Tanzania,0,<,2011,,6,,22,,Historical Observations,,2014,,7,,15,10
221101,Nabro,20800,Confirmed Eruption,Eritrea,4,,2011,,6,,13,,Historical Observations,,2012,,6,?,3,
352090,Sangay,22234,Confirmed Eruption,Ecuador,2,,2011,,6,,6,,Historical Observations,,2012,,9,,19,
357150,Puyehue-Cordon Caulle,20809,Confirmed Eruption,Chile,5,,2011,,6,,4,,Historical Observations,,2012,,4,?,21,
257030,Ambae,20752,Confirmed Eruption,Vanuatu,1,,2011,,6,,4,,Historical Observations,,2011,,7,,10,
373010,Grimsvotn,20767,Confirmed Eruption,Iceland,4,,2011,,5,,21,,Historical Observations,,2011,,5,,28,
282110,Asosan,20753,Confirmed Eruption,Japan,1,,2011,,5,,15,,Historical Observations,,2011,,6,,9,
263300,Semeru,22219,Confirmed Eruption,Indonesia,2,,2011,,5,,13,,Historical Observations,,2012,,7,?,20,
284170,Pagan,20803,Confirmed Eruption,United States,2,,2011,,4,?,23,,Historical Observations,,2011,,9,?,1,
352080,Tungurahua,22214,Confirmed Eruption,Ecuador,2,,2011,,4,,20,,Historical Observations,,2011,,5,,26,
351080,Galeras,20763,Uncertain Eruption,Colombia,,,2011,,3,,31,,Historical Observations,,2011,,4,,1,
300260,Klyuchevskoy,20783,Confirmed Eruption,Russia,1,,2011,,3,,30,,Historical Observations,,2011,,7,,3,
252140,Rabaul,20810,Confirmed Eruption,Papua New Guinea,2,,2011,,3,,29,,Historical Observations,,2011,,8,,12,
267020,Karangetang,20775,Confirmed Eruption,Indonesia,2,,2011,,3,,11,,Historical Observations,,2011,,8,,13,
344040,Telica,20823,Confirmed Eruption,Nicaragua,2,,2011,,3,,7,,Historical Observations,,2011,,6,,14,
266100,Lokon-Empung,20792,Confirmed Eruption,Indonesia,1,,2011,,2,,22,,Historical Observations,,2011,,2,,22,
357040,Planchon-Peteroa,20808,Confirmed Eruption,Chile,3,,2011,,2,,17,,Historical Observations,,2011,,6,,26,1
282090,Kirishimayama,20782,Confirmed Eruption,Japan,2,,2011,,1,,19,,Historical Observations,,2011,,9,,7,
345070,Turrialba,20829,Confirmed Eruption,Costa Rica,1,,2011,,1,,14,,Historical Observations,,2011,,1,,14,
221041,Dallol,20939,Confirmed Eruption,Ethiopia,0,,2011,,1,,4,3,Historical Observations,,2011,,1,,4,3
263310,Tengger Caldera,16064,Confirmed Eruption,Indonesia,3,,2010,,11,,26,,Historical Observations,,2011,,6,,13,
352080,Tungurahua,11645,Confirmed Eruption,Ecuador,3,,2010,,11,,22,,Historical Observations,,2011,,1,,2,
300230,Kizimen,19264,Confirmed Eruption,Russia,3,,2010,,11,,11,,Historical Observations,,2013,,9,?,13,
273010,Bulusan,16772,Confirmed Eruption,Philippines,2,,2010,,11,,6,,Historical Observations,,2011,,5,,13,
263250,Merapi,15925,Confirmed Eruption,Indonesia,4,,2010,,10,,26,,Historical Observations,,2012,,7,,15,
262000,Krakatau,15634,Confirmed Eruption,Indonesia,2,,2010,,10,?,25,,Historical Observations,,2011,,3,,9,8
233020,"Fournaise, Piton de la",14392,Confirmed Eruption,France,1,,2010,,10,,14,,Historical Observations,,2010,,12,,10,
290240,Sarychev Peak,18820,Uncertain Eruption,Russia,2,,2010,,9,,20,,,,2010,,9,,20,
260010,Barren Island,15388,Confirmed Eruption,India,2,,2010,,9,,17,,Historical Observations,,2011,,6,,22,
311240,Cleveland,19820,Uncertain Eruption,United States,2,,2010,,9,,12,1,,,2010,,9,,26,
357040,Planchon-Peteroa,11947,Confirmed Eruption,Chile,2,,2010,,9,,6,,Historical Observations,,2010,,10,,13,
261080,Sinabung,15404,Confirmed Eruption,Indonesia,2,,2010,,8,,27,,Historical Observations,,2010,,9,?,18,
211060,Etna,13854,Confirmed Eruption,Italy,1,,2010,,8,,25,,Historical Observations,,2013,,4,,27,
351080,Galeras,11381,Confirmed Eruption,Colombia,2,,2010,,8,,25,,Historical Observations,,2010,,8,,25,
251020,Manam,14935,Confirmed Eruption,Papua New Guinea,2,,2010,,8,?,10,,Historical Observations,,2013,,12,>,15,
267020,Karangetang,16544,Confirmed Eruption,Indonesia,3,,2010,,8,,6,,Historical Observations,,2010,,12,?,16,15
345070,Turrialba,11248,Uncertain Eruption,Costa Rica,2,,2010,,7,,24,,,,2010,,8,,15,
252140,Rabaul,15101,Confirmed Eruption,Papua New Guinea,1,,2010,,7,,23,,Historical Observations,,2010,,7,,25,
354020,Ubinas,11792,Uncertain Eruption,Peru,1,,2010,,7,,18,,,,2010,,7,,18,
290380,Ebeko,18879,Confirmed Eruption,Russia,1,,2010,,7,,2,,Historical Observations,,2010,,7,,9,7
290270,Ekarma,18833,Confirmed Eruption,Russia,2,,2010,,6,,30,,Historical Observations,,2010,,8,?,10,
284120,Ioto,18423,Uncertain Eruption,Japan,1,,2010,,6,,19,,Historical Observations,,2010,,6,,19,
344020,San Cristobal,10897,Confirmed Eruption,Nicaragua,2,,2010,,6,,9,,Historical Observations,,2011,,1,,13,
300070,Gorely,19026,Confirmed Eruption,Russia,1,,2010,,6,,6,,Historical Observations,,2010,,6,?,22,
311240,Cleveland,19819,Confirmed Eruption,United States,2,,2010,,5,,30,,Historical Observations,,2010,,6,?,2,
284193,South Sarigan Seamount,18529,Confirmed Eruption,United States,3,,2010,,5,,27,,Historical Observations,,2010,,5,,29,
252120,Ulawun,15077,Confirmed Eruption,Papua New Guinea,2,,2010,,5,,26,4,Historical Observations,,2011,,5,,27,
300250,Bezymianny,19388,Confirmed Eruption,Russia,3,,2010,,5,?,21,,Historical Observations,>,2022,,1,,27,
284170,Pagan,18524,Confirmed Eruption,United States,1,,2010,,5,,3,,Historical Observations,,2010,,8,,11,
284040,Miyakejima,18282,Confirmed Eruption,Japan,1,,2010,,4,,11,,Historical Observations,,2010,,7,,21,
